j5	j3	count	startpos	productsize	JS	deletion size	chorm	type	name	start	end	evtype	evrelorf	evsize	startpos_byfusion
14284	28059	16	106	9	14284 - 28059	13775						in-frame-fusion-orf	ORF1b-ORF8	"(272.3333333333333, 66.66666666666667)"	
2504	29114	16	106	9	2504 - 29114	26610						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 139.66666666666666)"	
4965	20300	15	106	9	4965 - 20300	15335						in-frame-fusion-orf	ORF1a-ORF1b	"(1566.6666666666667, 417.3333333333333)"	
3072	11306	15	106	9	3072 - 11306	8234						frameshift-fusion-orf	ORF1a-ORF1a	"(935.6666666666666, 935)"	
16748	29178	15	106	9	16748 - 29178	12430						in-frame-fusion-orf	ORF1b-N	"(1093.6666666666667, 118.33333333333333)"	
272	20460	15	106	9	272 - 20460	20188						frameshift-fusion-orf	ORF1a-ORF1b	"(2.3333333333333335, 10)"	
16833	28448	15	106	9	16833 - 28448	11615						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1164)"	
12802	23236	15	106	9	12802 - 23236	10434						in-frame-fusion-orf	ORF1a-S	"(4179.0, 716.0)"	
16833	23300	15	106	9	16833 - 23300	6467						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1140)"	
12799	23693	15	106	9	12799 - 23693	10894						frameshift-fusion-orf	ORF1a-S	"(4178.0, 4198)"	
14284	23887	15	106	9	14284 - 23887	9603						frameshift-fusion-orf	ORF1b-S	"(272.3333333333333, 291)"	
15199	22180	15	106	9	15199 - 22180	6981						frameshift-fusion-orf	ORF1b-S	"(577.3333333333334, 581)"	
4965	13799	15	106	9	4965 - 13799	8834						in-frame-fusion-orf	ORF1a-ORF1b	"(1566.6666666666667, 2584.3333333333335)"	
3944	10818	15	106	9	3944 - 10818	6874						frameshift-fusion-orf	ORF1a-ORF1a	"(1226.3333333333333, 1233)"	
2813	12880	15	106	9	2813 - 12880	10067						frameshift-fusion-orf	ORF1a-ORF1a	"(849.3333333333334, 857)"	
3059	27820	15	106	9	3059 - 27820	24761						frameshift-fusion-orf	ORF1a-ORF7b	"(931.3333333333334, 956)"	
2504	28391	15	106	9	2504 - 28391	25887						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 380.6666666666667)"	
14284	26060	15	106	9	14284 - 26060	11776						frameshift-fusion-orf	ORF1b-ORF3a	"(272.3333333333333, 308)"	
4862	22168	15	106	9	4862 - 22168	17306						frameshift-fusion-orf	ORF1a-S	"(1532.3333333333333, 1535)"	
16833	27186	15	106	9	16833 - 27186	10353						frameshift-fusion-orf	ORF1b-M	"(1122.0, 1124)"	
3902	23820	15	106	9	3902 - 23820	19918						frameshift-fusion-orf	ORF1a-S	"(1212.3333333333333, 1222)"	
2504	15299	15	106	9	2504 - 15299	12795						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 781)"	
6215	28435	15	106	9	6215 - 28435	22220						frameshift-fusion-orf	ORF1a-N	"(1983.3333333333333, 1993)"	
3085	24391	15	106	9	3085 - 24391	21306						in-frame-fusion-orf	ORF1a-S	"(940.0, 331.0)"	
22313	29348	15	106	9	22313 - 29348	7035						in-frame-fusion-orf	S-N	"(250.33333333333334, 61.666666666666664)"	
2504	29017	15	106	9	2504 - 29017	26513						frameshift-fusion-orf	ORF1a-N	"(746.3333333333334, 750)"	
14741	28997	15	106	9	14741 - 28997	14256						frameshift-fusion-orf	ORF1b-N	"(424.6666666666667, 430)"	
14284	29171	15	106	9	14284 - 29171	14887						in-frame-fusion-orf	ORF1b-N	"(272.3333333333333, 120.66666666666667)"	
11394	23522	15	106	9	11394 - 23522	12128						frameshift-fusion-orf	ORF1a-S	"(3709.6666666666665, 3716)"	
4967	28171	15	106	9	4967 - 28171	23204						frameshift-fusion-orf	ORF1a-ORF8	"(1567.3333333333333, 1573)"	
2450	14928	15	106	9	2450 - 14928	12478						frameshift-fusion-orf	ORF1a-ORF1b	"(728.3333333333334, 738)"	
16833	26133	15	106	9	16833 - 26133	9300						in-frame-fusion-orf	ORF1b-ORF3a	"(1122.0, 29.0)"	
16751	28534	15	106	9	16751 - 28534	11783						frameshift-fusion-orf	ORF1b-N	"(1094.6666666666667, 1108)"	
2504	29087	15	106	9	2504 - 29087	26583						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 148.66666666666666)"	
14284	23854	15	106	9	14284 - 23854	9570						frameshift-fusion-orf	ORF1b-S	"(272.3333333333333, 280)"	
16751	23730	15	106	9	16751 - 23730	6979						in-frame-fusion-orf	ORF1b-S	"(1094.6666666666667, 551.3333333333334)"	
1817	8608	15	106	9	1817 - 8608	6791						frameshift-fusion-orf	ORF1a-ORF1a	"(517.3333333333334, 533)"	
2818	26975	15	106	9	2818 - 26975	24157						in-frame-fusion-orf	ORF1a-M	"(851.0, 72.0)"	
3065	8908	15	106	9	3065 - 8908	5843						frameshift-fusion-orf	ORF1a-ORF1a	"(933.3333333333334, 938)"	
14284	23615	15	106	9	14284 - 23615	9331						in-frame-fusion-orf	ORF1b-S	"(272.3333333333333, 589.6666666666666)"	
14284	20639	15	106	9	14284 - 20639	6355						frameshift-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 300)"	
14741	29171	15	106	9	14741 - 29171	14430						frameshift-fusion-orf	ORF1b-N	"(424.6666666666667, 465)"	
3071	28023	15	106	9	3071 - 28023	24952						in-frame-fusion-orf	ORF1a-ORF8	"(935.3333333333334, 78.66666666666667)"	
14286	29171	15	106	9	14286 - 29171	14885						frameshift-fusion-orf	ORF1b-N	"(273.0, 304)"	
2816	11283	15	106	9	2816 - 11283	8467						frameshift-fusion-orf	ORF1a-ORF1a	"(850.3333333333334, 856)"	
14286	28997	15	106	9	14286 - 28997	14711						frameshift-fusion-orf	ORF1b-N	"(273.0, 301)"	
12805	23136	15	106	9	12805 - 23136	10331						frameshift-fusion-orf	ORF1a-S	"(4180.0, 4182)"	
4865	26323	15	106	9	4865 - 26323	21458						in-frame-fusion-orf	ORF1a-E	"(1533.3333333333333, 49.666666666666664)"	
4296	15608	15	106	9	4296 - 15608	11312						in-frame-fusion-orf	ORF1a-ORF1b	"(1343.6666666666667, 1981.3333333333333)"	
4866	12287	15	106	9	4866 - 12287	7421						frameshift-fusion-orf	ORF1a-ORF1a	"(1533.6666666666667, 1539)"	
4296	12017	15	106	9	4296 - 12017	7721						frameshift-fusion-orf	ORF1a-ORF1a	"(1343.6666666666667, 1357)"	
2876	28730	15	106	9	2876 - 28730	25854						in-frame-fusion-orf	ORF1a-N	"(870.3333333333334, 267.6666666666667)"	
16833	25919	15	106	9	16833 - 25919	9086						frameshift-fusion-orf	ORF1b-ORF3a	"(1122.0, 1126)"	
11396	27549	15	106	9	11396 - 27549	16153						frameshift-fusion-orf	ORF1a-ORF7a	"(3710.3333333333335, 3717)"	
3850	12016	15	106	9	3850 - 12016	8166						in-frame-fusion-orf	ORF1a-ORF1a	"(1195.0, 483.6666666666667)"	
16833	29189	15	106	9	16833 - 29189	12356						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1147)"	
4298	28478	15	106	9	4298 - 28478	24180						in-frame-fusion-orf	ORF1a-N	"(1344.3333333333333, 351.6666666666667)"	
2534	17027	15	106	9	2534 - 17027	14493						frameshift-fusion-orf	ORF1a-ORF1b	"(756.3333333333334, 787)"	
16751	29635	15	106	9	16751 - 29635	12884						C-term-trunc-and-extension-by-UTR	ORF1b	"(1094.6666666666667, 1095)"	
2510	27384	15	106	9	2510 - 27384	24874						frameshift-fusion-orf	ORF1a-ORF6	"(748.3333333333334, 766)"	
12808	28703	15	106	9	12808 - 28703	15895						frameshift-fusion-orf	ORF1a-N	"(4181.0, 4264)"	
17212	28370	15	106	9	17212 - 28370	11158						in-frame-fusion-orf	ORF1b-N	"(1248.3333333333333, 387.6666666666667)"	
2537	17160	15	106	9	2537 - 17160	14623						frameshift-fusion-orf	ORF1a-ORF1b	"(757.3333333333334, 763)"	
1645	20032	15	106	9	1645 - 20032	18387						frameshift-fusion-orf	ORF1a-ORF1b	"(460.0, 477)"	
4311	28371	15	106	9	4311 - 28371	24060						in-frame-fusion-orf	ORF1a-N	"(1348.6666666666667, 387.3333333333333)"	
2538	14882	15	106	9	2538 - 14882	12344						in-frame-fusion-orf	ORF1a-ORF1b	"(757.6666666666666, 2223.3333333333335)"	
2813	21397	15	106	9	2813 - 21397	18584						in-frame-fusion-orf	ORF1a-ORF1b	"(849.3333333333334, 51.666666666666664)"	
16833	27059	15	106	9	16833 - 27059	10226						in-frame-fusion-orf	ORF1b-M	"(1122.0, 44.0)"	
3901	15636	15	106	9	3901 - 15636	11735						in-frame-fusion-orf	ORF1a-ORF1b	"(1212.0, 1972.0)"	
5930	11287	15	106	9	5930 - 11287	5357						frameshift-fusion-orf	ORF1a-ORF1a	"(1888.3333333333333, 1891)"	
4296	11119	15	106	9	4296 - 11119	6823						frameshift-fusion-orf	ORF1a-ORF1a	"(1343.6666666666667, 1351)"	
4295	11564	15	106	9	4295 - 11564	7269						in-frame-fusion-orf	ORF1a-ORF1a	"(1343.3333333333333, 634.3333333333334)"	
2504	17130	15	106	9	2504 - 17130	14626						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 762)"	
2504	21767	15	106	9	2504 - 21767	19263						in-frame-fusion-orf	ORF1a-S	"(746.3333333333334, 1205.6666666666667)"	
2504	18481	15	106	9	2504 - 18481	15977						in-frame-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 1023.6666666666666)"	
14743	19788	15	106	9	14743 - 19788	5045						frameshift-fusion-orf	ORF1b-ORF1b	"(425.3333333333333, 428)"	
12210	27863	15	106	9	12210 - 27863	15653						frameshift-fusion-orf	ORF1a-ORF7b	"(3981.6666666666665, 3992)"	
2504	17134	15	106	9	2504 - 17134	14630						in-frame-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 1472.6666666666667)"	
4964	15425	15	106	9	4964 - 15425	10461						frameshift-fusion-orf	ORF1a-ORF1b	"(1566.3333333333333, 1567)"	
22633	29177	15	106	9	22633 - 29177	6544						frameshift-fusion-orf	S-N	"(357.0, 386)"	
4296	16263	15	106	9	4296 - 16263	11967						frameshift-fusion-orf	ORF1a-ORF1b	"(1343.6666666666667, 1348)"	
16833	23555	15	106	9	16833 - 23555	6722						frameshift-fusion-orf	ORF1b-S	"(1122.0, 1144)"	
4964	23907	15	106	9	4964 - 23907	18943						frameshift-fusion-orf	ORF1a-S	"(1566.3333333333333, 1610)"	
4964	24382	15	106	9	4964 - 24382	19418						frameshift-fusion-orf	ORF1a-S	"(1566.3333333333333, 1589)"	
14741	29635	15	106	9	14741 - 29635	14894						C-term-trunc-and-extension-by-UTR	ORF1b	"(424.6666666666667, 425)"	
14741	29167	15	106	9	14741 - 29167	14426						frameshift-fusion-orf	ORF1b-N	"(424.6666666666667, 457)"	
14284	19576	15	106	9	14284 - 19576	5292						in-frame-fusion-orf	ORF1b-ORF1b	"(272.3333333333333, 658.6666666666666)"	
4295	28370	15	106	9	4295 - 28370	24075						in-frame-fusion-orf	ORF1a-N	"(1343.3333333333333, 387.6666666666667)"	
21364	29079	15	106	9	21364 - 29079	7715						frameshift-fusion-orf	ORF1b-N	"(2632.3333333333335, 2633)"	
2504	12596	15	106	9	2504 - 12596	10092						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 290.3333333333333)"	
2504	25603	15	106	9	2504 - 25603	23099						in-frame-fusion-orf	ORF1a-ORF3a	"(746.3333333333334, 205.66666666666666)"	
4295	27615	15	106	9	4295 - 27615	23320						frameshift-fusion-orf	ORF1a-ORF7a	"(1343.3333333333333, 1353)"	
4963	24719	15	106	9	4963 - 24719	19756						frameshift-fusion-orf	ORF1a-S	"(1566.0, 1573)"	
4963	11009	15	106	9	4963 - 11009	6046						frameshift-fusion-orf	ORF1a-ORF1a	"(1566.0, 1572)"	
8612	22453	15	106	9	8612 - 22453	13841						frameshift-fusion-orf	ORF1a-S	"(2782.3333333333335, 2801)"	
6134	13713	15	106	9	6134 - 13713	7579						frameshift-fusion-orf	ORF1a-ORF1b	"(1956.3333333333333, 1962)"	
2504	23681	15	106	9	2504 - 23681	21177						in-frame-fusion-orf	ORF1a-S	"(746.3333333333334, 567.6666666666666)"	
2504	12815	15	106	9	2504 - 12815	10311						in-frame-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 217.33333333333334)"	
6371	28280	15	106	9	6371 - 28280	21909						in-frame-fusion-orf	ORF1a-N	"(2035.3333333333333, 417.6666666666667)"	
14284	23410	15	106	9	14284 - 23410	9126						frameshift-fusion-orf	ORF1b-S	"(272.3333333333333, 296)"	
2504	27042	15	106	9	2504 - 27042	24538						in-frame-fusion-orf	ORF1a-M	"(746.3333333333334, 49.666666666666664)"	
2504	27092	15	106	9	2504 - 27092	24588						frameshift-fusion-orf	ORF1a-M	"(746.3333333333334, 760)"	
3067	28370	15	106	9	3067 - 28370	25303						frameshift-fusion-orf	ORF1a-N	"(934.0, 1002)"	
1743	18674	15	106	9	1743 - 18674	16931						in-frame-fusion-orf	ORF1a-ORF1b	"(492.6666666666667, 959.3333333333334)"	
6379	23345	15	106	9	6379 - 23345	16966						frameshift-fusion-orf	ORF1a-S	"(2038.0, 2041)"	
3475	18645	15	106	9	3475 - 18645	15170						in-frame-fusion-orf	ORF1a-ORF1b	"(1070.0, 969.0)"	
813	29087	15	106	9	813 - 29087	28274						frameshift-fusion-orf	ORF1a-N	"(182.66666666666666, 207)"	
11396	24731	15	106	9	11396 - 24731	13335						in-frame-fusion-orf	ORF1a-S	"(3710.3333333333335, 217.66666666666666)"	
16833	29171	15	106	9	16833 - 29171	12338						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1153)"	
11396	26060	15	106	9	11396 - 26060	14664						frameshift-fusion-orf	ORF1a-ORF3a	"(3710.3333333333335, 3746)"	
2504	27549	15	106	9	2504 - 27549	25045						frameshift-fusion-orf	ORF1a-ORF7a	"(746.3333333333334, 753)"	
6376	12087	15	106	9	6376 - 12087	5711						frameshift-fusion-orf	ORF1a-ORF1a	"(2037.0, 2044)"	
12073	27535	15	106	9	12073 - 27535	15462						frameshift-fusion-orf	ORF1a-ORF7a	"(3936.0, 3937)"	
22633	27960	15	106	9	22633 - 27960	5327						frameshift-fusion-orf	S-ORF8	"(357.0, 366)"	
14284	24395	15	106	9	14284 - 24395	10111						in-frame-fusion-orf	ORF1b-S	"(272.3333333333333, 329.6666666666667)"	
1016	29217	15	106	9	1016 - 29217	28201						frameshift-fusion-orf	ORF1a-N	"(250.33333333333334, 266)"	
16833	29153	15	106	9	16833 - 29153	12320						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1159)"	
14283	23363	15	106	9	14283 - 23363	9080						frameshift-fusion-orf	ORF1b-S	"(272.0, 321)"	
6794	29249	15	106	9	6794 - 29249	22455						in-frame-fusion-orf	ORF1a-N	"(2176.3333333333335, 94.66666666666667)"	
16833	28991	15	106	9	16833 - 28991	12158						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1152)"	
3479	12278	15	106	9	3479 - 12278	8799						in-frame-fusion-orf	ORF1a-ORF1a	"(1071.3333333333333, 396.3333333333333)"	
11396	19737	15	106	9	11396 - 19737	8341						frameshift-fusion-orf	ORF1a-ORF1b	"(3710.3333333333335, 3714)"	
4965	11897	15	106	9	4965 - 11897	6932						frameshift-fusion-orf	ORF1a-ORF1a	"(1566.6666666666667, 1574)"	
2186	8811	15	106	9	2186 - 8811	6625						frameshift-fusion-orf	ORF1a-ORF1a	"(640.3333333333334, 640)"	
17765	29351	15	106	9	17765 - 29351	11586						frameshift-fusion-orf	ORF1b-N	"(1432.6666666666667, 1441)"	
2185	19446	15	106	9	2185 - 19446	17261						in-frame-fusion-orf	ORF1a-ORF1b	"(640.0, 702.0)"	
2450	13665	15	106	9	2450 - 13665	11215						frameshift-fusion-orf	ORF1a-ORF1b	"(728.3333333333334, 731)"	
2534	12694	15	106	9	2534 - 12694	10160						frameshift-fusion-orf	ORF1a-ORF1a	"(756.3333333333334, 757)"	
3060	24913	15	106	9	3060 - 24913	21853						frameshift-fusion-orf	ORF1a-S	"(931.6666666666666, 943)"	
11394	26065	15	106	9	11394 - 26065	14671						frameshift-fusion-orf	ORF1a-ORF3a	"(3709.6666666666665, 3710)"	
16833	29102	15	106	9	16833 - 29102	12269						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1136)"	
16833	29087	15	106	9	16833 - 29087	12254						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1141)"	
2504	15525	15	106	9	2504 - 15525	13021						frameshift-fusion-orf	ORF1a-ORF1b	"(746.3333333333334, 755)"	
16421	24002	15	106	9	16421 - 24002	7581						frameshift-fusion-orf	ORF1b-S	"(984.6666666666666, 989)"	
273	10997	15	106	9	273 - 10997	10724						frameshift-fusion-orf	ORF1a-ORF1a	"(2.6666666666666665, 32)"	
1137	28842	15	106	9	1137 - 28842	27705						in-frame-fusion-orf	ORF1a-N	"(290.6666666666667, 230.33333333333334)"	
13138	26866	15	106	9	13138 - 26866	13728						frameshift-fusion-orf	ORF1a-M	"(4291.0, 4292)"	
14284	23854	15	106	9	14284 - 23854	9570						frameshift-fusion-orf	ORF1b-S	"(272.3333333333333, 280)"	
3202	24410	15	106	9	3202 - 24410	21208						frameshift-fusion-orf	ORF1a-S	"(979.0, 988)"	
3416	17245	15	106	9	3416 - 17245	13829						in-frame-fusion-orf	ORF1a-ORF1b	"(1050.3333333333333, 1435.6666666666667)"	
813	7187	15	106	9	813 - 7187	6374						frameshift-fusion-orf	ORF1a-ORF1a	"(182.66666666666666, 189)"	
3415	10963	15	106	9	3415 - 10963	7548						in-frame-fusion-orf	ORF1a-ORF1a	"(1050.0, 834.6666666666666)"	
5074	17284	15	106	9	5074 - 17284	12210						frameshift-fusion-orf	ORF1a-ORF1b	"(1603.0, 1605)"	
1014	12045	15	106	9	1014 - 12045	11031						in-frame-fusion-orf	ORF1a-ORF1a	"(249.66666666666666, 474.0)"	
3212	12126	15	106	9	3212 - 12126	8914						frameshift-fusion-orf	ORF1a-ORF1a	"(982.3333333333334, 1008)"	
2504	29249	15	106	9	2504 - 29249	26745						in-frame-fusion-orf	ORF1a-N	"(746.3333333333334, 94.66666666666667)"	
16833	27418	15	106	9	16833 - 27418	10585						frameshift-fusion-orf	ORF1b-ORF7a	"(1122.0, 1122)"	
1329	15676	15	106	9	1329 - 15676	14347						frameshift-fusion-orf	ORF1a-ORF1b	"(354.6666666666667, 359)"	
14284	26577	15	106	9	14284 - 26577	12293						in-frame-fusion-orf	ORF1b-M	"(272.3333333333333, 204.66666666666666)"	
1599	14200	15	106	9	1599 - 14200	12601						frameshift-fusion-orf	ORF1a-ORF1b	"(444.6666666666667, 448)"	
16833	28677	15	106	9	16833 - 28677	11844						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1122)"	
2504	28443	15	106	9	2504 - 28443	25939						frameshift-fusion-orf	ORF1a-N	"(746.3333333333334, 790)"	
2504	12415	15	106	9	2504 - 12415	9911						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 773)"	
2504	12357	15	106	9	2504 - 12357	9853						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 774)"	
4965	24605	15	106	9	4965 - 24605	19640						frameshift-fusion-orf	ORF1a-S	"(1566.6666666666667, 1574)"	
2504	11976	15	106	9	2504 - 11976	9472						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 767)"	
16833	28434	15	106	9	16833 - 28434	11601						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1132)"	
470	11966	15	106	9	470 - 11966	11496						in-frame-fusion-orf	ORF1a-ORF1a	"(68.33333333333333, 500.3333333333333)"	
1641	27944	15	106	9	1641 - 27944	26303						frameshift-fusion-orf	ORF1a-ORF8	"(458.6666666666667, 473)"	
12334	25230	15	106	9	12334 - 25230	12896						frameshift-fusion-orf	ORF1a-S	"(4023.0, 4041)"	
12971	28883	15	106	9	12971 - 28883	15912						in-frame-fusion-orf	ORF1a-N	"(4235.333333333333, 216.66666666666666)"	
13140	24824	15	106	9	13140 - 24824	11684						frameshift-fusion-orf	ORF1a-S	"(4291.666666666667, 4295)"	
4965	29459	15	106	9	4965 - 29459	24494						frameshift-fusion-orf	ORF1a-N	"(1566.6666666666667, 1572)"	
22634	28621	15	106	9	22634 - 28621	5987						frameshift-fusion-orf	S-N	"(357.3333333333333, 366)"	
2174	12210	15	106	9	2174 - 12210	10036						frameshift-fusion-orf	ORF1a-ORF1a	"(636.3333333333334, 638)"	
2184	14445	15	106	9	2184 - 14445	12261						frameshift-fusion-orf	ORF1a-ORF1b	"(639.6666666666666, 645)"	
14282	27281	15	106	9	14282 - 27281	12999						in-frame-fusion-orf	ORF1b-ORF6	"(271.6666666666667, 35.333333333333336)"	
2507	17076	15	106	9	2507 - 17076	14569						frameshift-fusion-orf	ORF1a-ORF1b	"(747.3333333333334, 754)"	
2182	28699	15	106	9	2182 - 28699	26517						in-frame-fusion-orf	ORF1a-N	"(639.0, 278.0)"	
11393	24709	15	106	9	11393 - 24709	13316						frameshift-fusion-orf	ORF1a-S	"(3709.3333333333335, 3743)"	
13627	29234	15	106	9	13627 - 29234	15607						in-frame-fusion-orf	ORF1b-N	"(53.333333333333336, 99.66666666666667)"	
16833	27849	15	106	9	16833 - 27849	11016						frameshift-fusion-orf	ORF1b-ORF7b	"(1122.0, 1137)"	
16833	29189	15	106	9	16833 - 29189	12356						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1147)"	
14746	28253	15	106	9	14746 - 28253	13507						frameshift-fusion-orf	ORF1b-ORF8	"(426.3333333333333, 852)"	
2504	22995	15	106	9	2504 - 22995	20491						frameshift-fusion-orf	ORF1a-S	"(746.3333333333334, 778)"	
13924	22525	15	106	9	13924 - 22525	8601						frameshift-fusion-orf	ORF1b-S	"(152.33333333333334, 158)"	
16833	29077	15	106	9	16833 - 29077	12244						in-frame-fusion-orf	ORF1b-N	"(1122.0, 152.0)"	
8853	20014	15	106	9	8853 - 20014	11161						frameshift-fusion-orf	ORF1a-ORF1b	"(2862.6666666666665, 2865)"	
2447	16980	15	106	9	2447 - 16980	14533						frameshift-fusion-orf	ORF1a-ORF1b	"(727.3333333333334, 739)"	
7695	28369	15	106	9	7695 - 28369	20674						frameshift-fusion-orf	ORF1a-N	"(2476.6666666666665, 2545)"	
2504	27970	15	106	9	2504 - 27970	25466						frameshift-fusion-orf	ORF1a-ORF8	"(746.3333333333334, 752)"	
18325	25472	15	106	9	18325 - 25472	7147						frameshift-fusion-orf	ORF1b-ORF3a	"(1619.3333333333333, 1655)"	
14321	26060	15	106	9	14321 - 26060	11739						in-frame-fusion-orf	ORF1b-ORF3a	"(284.6666666666667, 53.333333333333336)"	
11394	19773	15	106	9	11394 - 19773	8379						frameshift-fusion-orf	ORF1a-ORF1b	"(3709.6666666666665, 3711)"	
14740	24621	15	106	9	14740 - 24621	9881						frameshift-fusion-orf	ORF1b-S	"(424.3333333333333, 464)"	
2504	12045	15	106	9	2504 - 12045	9541						frameshift-fusion-orf	ORF1a-ORF1a	"(746.3333333333334, 763)"	
14282	28882	15	106	9	14282 - 28882	14600						frameshift-fusion-orf	ORF1b-N	"(271.6666666666667, 295)"	
2504	27960	15	106	9	2504 - 27960	25456						in-frame-fusion-orf	ORF1a-ORF8	"(746.3333333333334, 99.66666666666667)"	
14741	28261	15	106	9	14741 - 28261	13520						mid-utr-inserted-fusion	ORF1b-N	"(424.6666666666667, 4.0)"	
1641	25475	15	106	9	1641 - 25475	23834						in-frame-fusion-orf	ORF1a-ORF3a	"(458.6666666666667, 248.33333333333334)"	
3481	23583	15	106	9	3481 - 23583	20102						frameshift-fusion-orf	ORF1a-S	"(1072.0, 1076)"	
17733	28724	15	106	9	17733 - 28724	10991						frameshift-fusion-orf	ORF1b-N	"(1422.0, 1498)"	
3902	16996	15	106	9	3902 - 16996	13094						in-frame-fusion-orf	ORF1a-ORF1b	"(1212.3333333333333, 1518.6666666666667)"	
16833	28838	15	106	9	16833 - 28838	12005						frameshift-fusion-orf	ORF1b-N	"(1122.0, 1160)"	
1647	17968	15	106	9	1647 - 17968	16321						frameshift-fusion-orf	ORF1a-ORF1b	"(460.6666666666667, 461)"	
12805	25378	15	106	9	12805 - 25378	12573						in-frame-fusion-orf	ORF1a-S	"(4180.0, 2.0)"	
22632	28532	15	106	9	22632 - 28532	5900						frameshift-fusion-orf	S-N	"(356.6666666666667, 367)"	
14741	29057	15	106	9	14741 - 29057	14316						frameshift-fusion-orf	ORF1b-N	"(424.6666666666667, 428)"	
3198	24645	15	106	9	3198 - 24645	21447						in-frame-fusion-orf	ORF1a-S	"(977.6666666666666, 246.33333333333334)"	
2395	15742	15	106	9	2395 - 15742	13347						frameshift-fusion-orf	ORF1a-ORF1b	"(710.0, 717)"	
2363	12120	15	106	9	2363 - 12120	9757						frameshift-fusion-orf	ORF1a-ORF1a	"(699.3333333333334, 727)"	
2448	10810	15	106	9	2448 - 10810	8362						frameshift-fusion-orf	ORF1a-ORF1a	"(727.6666666666666, 737)"	
